PPN	EPN	Jahr	Verfasser	Titel	Umfang	Hinweise	Einband	Signatur	Link
683179179	1288363451	1580	Schellhammer, Georg ; ID: gnd/1024701034	[Stammbuch Georg Schellhammer]	337 Bl.		Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit breitem, blindgeprägtem Kantenüberstand (16 mm). Dunkel eingefärbte Prägung (ehemals Gold?), Streicheisenlinien, maurische Muster auf Vorder- und Rückdeckel. ' ουκ ηστιν ουθην κτημα καλλιον φιλου [uk ēstin uthēn ktēma kallion philu]' [sic] (Prägung, Vorderdeckel). - Instandsetzungsbericht (hinterer Spiegel, Jena 1961, Müller).	Stb 276	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324562129
683179195	128836346X	1724	Truzettel, Jacob Ludwig ; ID: gnd/1075476259	[Stammbuch Jacob Ludwig Truzettel]	170 Bl.	Enth. auch leere Bl.	Einband: Goldgeprägtes Kalbleder, 'J. L. T.' Prägung im Mittelmedaillon Vorderdeckel, '1724' Rückdeckel. Goldschnitt. Spiegel und Vorsätze gemustertes Brokatpapier, patroniert (hinteres Vorsatz fehlt).	Stb 277	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324568828
683179209	1288363486	1587	Schermarius, Johannes *-1616* ; ID: gnd/10418969X	[Stammbuch Johannes Schermarius]	460 Bl.		Einband: Braunes Kalbleder mit reicher Goldprägung 'I S V || 1587' (Goldprägung, Vorderdeckel). Reste von vier grünen Seidenbändern. Punzierter Goldschnitt.	Stb 278	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1326678515
683179217	1288363494	1627	Jentsch, Georg ; ID: gnd/1060869403	[Stammbuch Georg Jentsch]	249 Bl.		Einband: Pergament ohne Unterlage (Kopert).	Stb 279	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1326697943
683179225	1288363508	1644	Rehebold, Elias *1623-1712* ; ID: gnd/10422603X	[Stammbuch Elias Rehebold]	340 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes Maroquin mit reicher Goldprägung (verblaßt). Schuppenförmig punzierter Goldschnitt.	Stb 280	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1326703951
683179233	1288363516	1637	Köhler, Theophil *1618-1685* ; ID: gnd/130610534	[Stammbuch Theophil Köhler]	233 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken des Außenrahmens, in den Ecken kleine Sonnenradstempel. 'T C L M || 1631' (Goldprägung um die Mittelrosette auf dem Vordeckel).	Stb 281	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1326709399
68317925X	1288363532	1693	Köhler, Georg ; ID: gnd/102533132X	[Stammbuch Georg Köhler]	202 Bl.	Enth. auch zahlr. leere Bl.	Einband: Dunkelbraunes Kalbleder, geprägter Goldrand, Stehkantenvergoldung, Goldschnitt. Spiegel und Vorsätze goldener Bronzefirnisdruck auf weinrot gestrichenem Buntpapier.	Stb 282	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1326711296
683179284	1288363591	1687	Schurzfleisch, Heinrich Leonhard *1664-1722* ; ID: gnd/117647853	[1. Stammbuch Heinrich Leonhard Schurzfleisch]	219 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mit goldgeprägtem Streicheisenrand. Punzierter Goldschnitt. Spiegel Wellenmarmorpapier.	Stb 286	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1327994453
683179292	1288363605	1667	Schurzfleisch, Heinrich Leonhard *1664-1722* ; ID: gnd/117647853	[2. Stammbuch Heinrich Leonhard Schurzfleisch]	324 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit wenig Goldprägung, Filete, Eckfleurons, kleines Mittelmedaillon. Punzierter Goldschnitt. Spiegel Wellenmarmorpapier.	Stb 287	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1327999994
683179306	1288363613	1581	Töbing, Georg ; ID: gnd/13295009X	[Stammbuch Georg Töbing]	82 Bl.		Einband: Hellbraunes Papier mit Holzmaserung über Klebepappe mit nach innen abgeschrägten Kanten. Darunter Abdruck einer Medaillonplattenprägung (rautenförmig, 63 x 40 mm), Rückdeckel. Rücken Schafleder. Spuren zweier Schließen. Indigogefärbter Schnitt. - Pergament.	Stb 288	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1328003116
683179314	1288363621	1596	Röber, Paul *1587-1651* ; ID: gnd/121147185	[Stammbuch Paul Röber]	94 Bl.	Enth. auch leere Bl.	Einband: Goldgeprägtes Rindleder (stark verblaßt), Streicheisen, Filete, Eckfleurons. In der Mitte beider Deckel je eine Platte (11,5x6,3): Enthauptung des Johannes (Vorderdeckel); vom reichen Mann und armen Lazarus (Rückdeckel). Instandsetzungsschein (Jena: Günter Müller 1961, hinterer Spiegel). Spuren von je zwei Schleifenbändern. Indigogefärbter Schnitt.	Stb 289	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1335860002
683179365	1288363672	1608	Tauchwitz, Johann *1558-1633* ; ID: gnd/138591067	[Stammbuch Johann Tauchwitz]	230 Bl.	Enth. auch leere Bl.	Einband: Dunkelbraunes Kalbleder mit Goldprägung, Streicheisenlinien, Eckfleurons, Mittelmedaillon, 'I T M || 1608' Vorderdeckel (Einband stark beschädigt). Punzierter Goldschnitt.	Stb 290	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1335869794
683179373	1288363680	1591	$PAlexander$lSchleswig-Holstein-Sonderburg, Herzog *1573-1627* ; ID: gnd/136183921	[Stammbuch Herzog Alexander von Schleswig-Holstein-Sonderburg]	256 Bl.	Enth. auch leere Bl.	Einband: Reste von schwarzem Leinen (ehemals Samt) auf Holzdeckeln mit nach innen abgeschrägten Kanten. Vier Doppelbünde. Spuren von Metallschließen (Einband sehr stark beschädigt). Punzierter Goldschnitt.	Stb 291	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1335945857
683179446	771087632	1706	$PErnst August$lSachsen-Weimar, Herzog *1688-1748* ; ID: gnd/104175931	[Stammbuch Herzog Ernst August von Sachsen-Weimar-Eisenach]	200 Bl.	2 Bl., 199 gez. S., [103] Bl. - Enth. auch leere Bl.	Einband: Braunes Kalbleder, goldgeprägte Filete und Eckfleurons, Steh- und Innenkantenvergoldung. Goldschnitt. Spiegel und Vorsätze Kamm-Marmorpapier.	Stb 293	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1335970819
683179462	128836377X	1571	Thun, Johann Albrecht$cvon ; ID: gnd/1025456416	[Stammbuch Johann Albrecht von Thun]	98 Bl.		Einband: Neuer Halbpergamentband, Vorder- und Rückdeckel mit Marmorpapier bezogen.	Stb 296	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1336159138
683179470	1288363788	1600	Seifart, Andreas *1580-1633* ; ID: gnd/121391434	[Stammbuch Andreas Seifart]	442 Bl.		Einband: Kalbleder; Rückdeckel Medaillon und Ecken goldgeprägtes maurisches Muster, Vorderdeckel mit braunem Papier überzogen. Spuren zweier grünseidener Schleifenbänder (Rückdeckel). Goldschnitt reich punziert und koloriert.	Stb 297	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1336163178
683179489	1288363796	1589	Purgold, Johann ; ID: gnd/129486671	[Stammbuch Johann Purgold]	260 Bl.	Enth. auch leere Bl.	Einband: Pergament ohne Unterlage (Kopert), Reste von vier grünen geknüpften Seidenbändern. Runde (1,5 cm) Stanzungen in unregelmäßiger Folge über den gesamten Einband verteilt.	Stb 298	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1337829315
683179500	1288363826	1729	Schmidt, Johann Michael ; ID: gnd/1025507991	[Stammbuch Johann Michael Schmidt]	179 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes goldgeprägtes Kalbleder, Rahmen, vierzackiger Stern in der Mitte, Rücken- und Stehkantenvergoldung. Goldschnitt. Spiegel und Vorsätze Modeldruckpapier.	Stb 302	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1336184817
683179519	1288363834	1625	Scheurl von Defersdorf, Christian Wilhelm *1608-1689* ; ID: gnd/1025511689	[Stammbuch Christian Wilhelm Scheurl von Defersdorf]	325 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes goldgeprägtes Kalbleder, Streicheisenlinien, Filete, Eckfleurons, Rückenvergoldung. Punzierter Goldschnitt. Vorderdeckel abgelöst.	Stb 303	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1336196653
683179535	1288363850	1640	Poemer von Diepoltsdorf, Wolf Albrecht ; ID: gnd/1025568486	[Stammbuch Wolf Albrecht Poemer von Diepoltsdorf]	174 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit reicher Goldprägung. Goldschnitt. Spiegel Kamm-Marmorpapier (zwei verschiedene Muster).	Stb 305	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1336207582
683179551	1288363877	1690	Line, Liborius$cvon *1668-1728* ; ID: gnd/129096776	[Stammbuch Liborius von Line]	276 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder. Goldschnitt.	Stb 308	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1336375884
683179578	1288363893	1619	Wanderer, Thomas *1599-* ; ID: gnd/1025642732	[Stammbuch Thomas Wanderer]	162 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbvelours mit Goldprägung, Rollen, Streicheisen, Eckfleurons Mittelmedaillon. 'Thomas Wanderer || 1624' (Goldprägung, Vorderdeckel). Reste von vier blauseidenen Schleifenbändern.	Stb 310	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1338470876
683179586	1288363907	1629	Pertolzhofen, Hans Jakob$cvon ; ID: gnd/1025645634	[Stammbuch Hans Jakob von Pertolzhofen]	276 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit goldgeprägten Streicheisenlinien, kleines florales Motiv in der Deckelmitte. Goldschnitt, am Kapital wenig punziert.	Stb 311	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1338481010
683179594	1288363915	1612	Cellarius, Johann *1573-1630* ; ID: gnd/1013031113	[Stammbuch Johann Cellarius]	242 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder mt Goldprägung, Rollen, Eckfleurons, ovales Mittelmedaillon, Innenkantenprägung. Punzierter Goldschnitt. Reste von vier grünseidenen Schleifenbändern.	Stb 312	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1338486314
683179608	1288363923	1718	Mönch, Friedrich Siegmund *1698-* ; ID: gnd/1025680367	[Stammbuch Friedrich Sigismund Mönch]	343 S., 13 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder, goldgeprägte Filete, Kranz in der Mitte. Goldschnitt.	Stb 313	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1339018470
683179616	128836394X	1731	Neubeck, Johann Achatius ; ID: gnd/1025681010	[Stammbuch Johann Achatius Neubeck]	144 Bl.	Enth. auch leere Bl.	Einband: Geglättetes rotes Pergament, goldgeprägt, Mittelfeld hell mit rot und grün geprägten Blüten. Goldschnitt.	Stb 314	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1339022346
683179624	1288363958	1628	Hentschel, Bartholomäus ; ID: gnd/1026016312	[Stammbuch Bartholomäus Hentschel]	72 S., 22 Bl.		Einband: Braunes Kleisterpapier, Rücken und Ecken Pergament. 'Hoffleben || Deſſen || Schlag || und || Händel' Golddruck auf schwarzem Papierrückenschild.	Stb 315	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1339037807
683179632	1288363966	1690	Horny, Franz Joseph ; ID: gnd/1026152356	[Stammbuch Franz Joseph Horny]	54 Bl.		Einband: Braunes Kiebitzpapier, Kalblederrücken. Zum Befestigen der Pergamentblätter dienen Streifen einer lateinischen Pergamenthandschrift, spätgotische Minuskel, mit blauen und roten Versalien rubriziert.	Stb 316	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1339061902
683179675	1288364016	1740	Lochner, Wolfgang Friedrich *1722-1781* ; ID: gnd/129098779	[Stammbuch Wolfgang Friedrich Lochner]	205 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. 'W. F. L. || 1740' (Goldprägung, Vorderdeckel). Punzierter Goldschnitt. Spiegel Brokatpapier mit geometrischem Muster, lilafarben patroniert auf Goldgrund.	Stb 320	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1340433389
683179691	1288364032	1678	Volland, Johann Andreas *1656-1730* ; ID: gnd/120723727	[Stammbuch Johann Andreas Volland]	144 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit Goldprägung, 'M. I A V. || 1678' (Vorderdeckel). Reste von vier grünseidenen Schleifenbändern. Goldschnitt. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 322	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=134043847X
683179705	1288364040	1619	Hornauer, Hans *ca. 1. H. 17. Jh.-* ; ID: gnd/1019741376	[Stammbuch Hans Hornauer]	172 Bl.	Enth. auch leere Bl.	Einband: Schwarzgefärbtes Kalbleder (abgeblättert) mit Goldprägung, Streicheisenlinien, Eckfleurons, Mittelmedaillon, '1619' (Goldprägung, Vorderdeckel). 4 Befestigungsschlitze für (verlorene) Schleifenbänder. Blau-rot gesprenkelter Schnitt.	Stb 323	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1340442043
683179764	1288364105	1515	Illing, Daniel ; ID: gnd/1027017274	[Stammbuch Daniel Illing]	175 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit goldgeprägten Streicheisenlinien. Goldschnitt. Spiegel Kleisterpapier (Herrnhuter Art).	Stb 332	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1343438454
683179772	1288364113	1558	Rhodaeus, Leonardus ; ID: gnd/102634509X	[Stammbuch Leonardus Rhodaeus]	275 Bl.	Enth. auch leere Bl.	Einband: Blindgeprägter heller Schweinslederband der Renaissance, Pappe; drei Doppelbünde, zwei einfache; Kapital farblos umstochen; Streicheisenlinien und Rollen (Tugendrolle). L. R. D. || 1558 (Prägung, Vorderdeckel). Mittelplatte (79x41) Vorderdeckel: Halbfigur der nach rechts gewendeten Justitia in Renaissancekleidung mit Schwert und Waage, darunter Text: 'IVSTICIA QVISQVIS PICTV || LVMINE CERNIS DIC DEVS || EST IVSTVS IVSTA || QVE FAC'; Mittelplatte (79x41) Rückdeckel: Halbfigur der nach links gewendeten Lucretia in Renaissancekleidung mit Dolch, darunter Text: 'CASTA TVLIT MAGNAM FOR || ME LVCRECIA LAVD FAC TAM || MAG EST VVLNE CLARA SV'.	Stb 333	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1343445191
683179780	1288364121	1596	Mansfeld, Ernst$cvon *1561-1609* ; ID: gnd/120979535	[Stammbuch Graf Ernst von Mansfeld]	269 S., 150 Bl.	Enth. auch leere Bl.	Einband: Dunkel geprägtes Schafsleder, geometrische und florale Muster. Reste von vier grünseidenen Schleifenbändern. Goldschnitt.	Stb 334	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1342170113
683179802	1288364148	1618	Imhoff, Jakob *1600-1649* ; ID: gnd/1027123856	[Stammbuch Jakob Imhoff]	270 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder über Holz mit reicher Goldprägung, in der Mitte das Imhoffsche Wappen. 'I I H || 1619' (Goldprägung, Vorderdeckel). Vier rote und vier gelbe Reste von seidenen Schleifenbändern. Steh- und Innenkantenvergoldung. Punzierter Goldschnitt.	Stb 337	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1343579899
683179829	1288364164	1601	Volckamer, Georg Christoph *1582-1632* ; ID: gnd/102730897X	[Stammbuch Georg Christoph Volckamer]	162 Bl.	Enth. auch leere Bl.	Einband: Geglättetes Pergament (sogenannter Bauerneinband) mit Kantenüberstand, Goldprägung, Streicheisenlinien, Mittel- und Eckfleurons. Reste von vier grünseidenen Schleifenbändern. Goldschnitt, an Ecken und Kanten punziert.	Stb 339	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1343598613
683179837	1288364172	1612	Stöberlin, Wolfgang *um 1617* ; ID: gnd/120178435	[Stammbuch Wolfgang Stöberlin]	162 Bl.	Enth. auch zahlr. leere Bl.	Einband: Blindgeprägtes Kalbleder, Mittelmedaillon: Barbara mit Kreuz und Kelch; darüber Blindprägung 'W. S. || 1612'. Spuren von vier Schleifenbändern. Diagonal rot und blau gesprenkelter Schnitt.	Stb 340	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1343629055
683179845	1288364180	1627	Clerich, Gregor ; ID: gnd/1027460801	[Stammbuch Gregor Clerich]	243 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder über Holz.	Stb 341	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1344045677
683179853	1288364199	1643	Tucher, Philipp Jakob *1624-1690* ; ID: gnd/121538109	[Stammbuch Philipp Jakob Tucher]	273 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin über Holz mit Goldprägung, schmaler Rahmen, Eckfleurons, Mittelfleuron. Goldschnitt.	Stb 342	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1344126049
683179861	1288364202	1671	Hüls, Siegmund Heinrich *1652-1708* ; ID: gnd/129153532	[Stammbuch Sigismund Heinrich Hüls]	324 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder über Holz, goldgeprägte Streicheisenlinien 'S H H || 1671' (Goldprägung, Vorderdeckel). Punzierter Holzschnitt.	Stb 343	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1344129099
68317987X	1288364229	1641	Geiger, Johann Georg ; ID: gnd/1027462286	[Stammbuch Johann Georg Geiger]	222 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin über Holz mit Goldprägung, Streicheisenlinien, Eckfleurons, Mittelfleuron. 'I G G S F || 1664' (Goldprägung, Vorderdeckel). Goldschnitt.	Stb 344	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=134678485X
683179888	1288364237	1605	Lichthammer, Johann ; ID: gnd/1027496253	[Stammbuch Johann Lichthammer]	162 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit goldgeprägten Streicheisenlinien und ovalem Blümchenkranz auf beiden Deckeln. Reste von vier gelbseidenen Schleifenbändern.	Stb 345	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346788642
683179896	1288364245	1555	Daler, Melchior ; ID: gnd/1027499600	[Stammbuch Melchior Daler]	120 S., 170 Bl.	Enth. auch leere Bl.	Einband: Helles Schweinsleder, blindgeprägt (Wittenberger Stil), Reformatorenrolle, Streicheisenlinien, Mittelplatte mit Lilien. Rotgefärbter Schnitt.	Stb 346	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346793735
68317990X	1288364253	1578	Knöringen, Christoph Ulrich$cvon *1566-* ; ID: gnd/1027511090	[Stammbuch Christoph Ulrich von Knöringen]	163 Bl.	Enth. auch leere Bl.	Einband: Sandfarbener Samt mit roten und goldenen Nadelstreifen. Goldschnitt.	Stb 347	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346798893
683179918	1288364261	1618	Dienheim, Eberhard Friedrich$cvon ; ID: gnd/1027579191	[Stammbuch Eberhard Friedrich von Dienheim]	225 Bl.	Enth. auch leere Bl.	Einband: Braunes blindgeprägtes Kalbleder (welscher Stil). Kanten erneuert. Reste von vier grünseidenen Schleifenbändern. Punzierter Goldschnitt.	Stb 348	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346808953
683179926	128836427X	1565	Schede Melissus, Paulus *1539-1602* ; ID: gnd/118580558	[Stammbuch Paul Schede Melissus]	316 Bl.		Einband: Heller Schweinslederband, Rauschelgoldprägung, Rollen, negativ gestochene Platten. Vorderdeckel: Martin Luther (EBDB p001560); Rückdeckel: Philipp Melanchthon (EBDB p001561). 'P. S. M. || 1565' (Prägung, Vorderdeckel). Rückenprägung. Punzierter Goldschnitt. Buchbinder: Thomas Stelbogen, Leipzig.	Stb 349	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346855137
683179942	1288364296	1639	Gutbrod, Wolfgang Achaz ; ID: gnd/128400056	[Stammbuch Wolfgang Achaz Gutbrod]	163 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit reicher Goldprägung, Steh- und Innenkantenvergoldung. 'W A G || 1639' (Goldprägung, Vorderdeckel). Goldschnitt. Vorderer Spiegel hellbraunes Kleisterpapier, hinterer Spiegel blau und rosafarben gemustertes Wellenmarmorpapier.	Stb 352	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346868239
683179950	1288364318	1679	Hochmann von Hochenau, Heinrich Christoph *1661-1719* ; ID: gnd/124557562	[Stammbuch Heinrich Christoph Hochmann von Hochenau]	141 Bl.	Enth. auch leere Bl.	Einband: Kalbleder, in der Art von Kiebitzpapier gefärbt. Rücken- und Stehkantenvergoldung.	Stb 353	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1346869979
688437214	1298556678	1631	Pömer, Wolfgang Jakob *1615-1670* ; ID: gnd/130126985	[Stammbuch Wolfgang Jakob Pömer]	282 Bl.	Enth. auch leere Bl.	Einband: Braunes Maroquin, Goldprägung: Wappen der Poemer von Diepoltsdorf (Vorderdeckel), Hl. Georg (Rückdeckel). Goldschnitt.	Stb 354	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=155646889X
688437222	1298556686	1614	Pfinzing von Henfenfeld, Georg *1601-1653* ; ID: gnd/1071879561	[Stammbuch Georg Pfinzing von Henfenfeld]	236 Blätter	Enth. auch leere Bl. - Paginierfehler: Blatt 70 springt auf Blatt 80		Stb 355	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1666519871
688437230	1298556694	1614	Graesel, Andreas ; ID: gnd/1095505963	[Stammbuch Andreas Graesel]	73 Blätter	Enthält auch leere Blätter	Einband: Braunes Rindleder mit blindgeprägten Streicheisenlinien, goldgeprägtes Mittelmedaillon. 'BASSUS || T . T . L . P' (Blindprägung, Vorderdeckel).	Stb 360	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1648277098
688437249	1298556708	1719	Kirms, Johann Caspar *1698-1770* ; ID: gnd/1031201513	[Stammbuch Johann Caspar Kirms]	119 Bl.		Einband: Grüne, mit einer großen Blüte in Gold, Rot und Weiß bestickte Seide. Silberborte am Rand montiert. Spiegel und Vorsätze mehrfarbig patroniertes Brokatpapier auf Goldgrund.	Stb 361	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1371811393
688437257	1298556716	1597	Siglicius, Johann *1576-1620* ; ID: gnd/117377597	[Stammbuch Johann Siglicius]	461 Bl.	Enth. auch leere Bl.	Einband: Pergament ohne Unterlage (Kopert), Spuren von vier Schleifenbändern. Blindgeprägte Streicheisenlinien.	Stb 362	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1558922628
688437265	1298556732	1657	$PEleonore Dorothea$lSachsen-Weimar, Herzogin *1602-1664* ; ID: gnd/120183102	[Stammbuch Herzogin Eleonore Dorothea von Sachsen-Weimar]	73 Bl.		Einband: Schwarzes blindgeprägtes Maroquin. Streicheisenlinien, Sternblütenstempel in den Ecken. Vorderdeckel verschlungenes Monogramm 'C A' mit Krone (Monogramm Carl Augusts). Punzierter Goldschnitt. Spiegel und Vorsätze Steinmarmorpapier.	Stb 364	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1552675068
68843729X	1298556767	1675	Neuenhahn, Johann Ludwig *1657-1712* ; ID: gnd/121374734	[Stammbuch Johann Ludwig Neuenhahn]	126 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung. Reste von vier crèmefarbenen seidenen Schleifenbändern. Goldschnitt. Spiegel und Vorsätze Kamm-Marmorpapier.	Stb 365	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1553880692
688437311	1298556783	1630	Jörger von Tollet, Johann Septimus *1594-1672* ; ID: gnd/1042483043	[Stammbuch Johann Septimus Jörger von Tollet]	198 Bl.		Einband: Schwarzes Maroquin über Holz, Kanten nach innen abgeschrägt, Rücken braunes Kalbleder, geprägt. Reste zweier Metallschließen.	Stb 367	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1552689913
68843732X	1298556791	1715	Heerdegen von Culm, Johann Wilhelm ; ID: gnd/1027750788	[Stammbuch Johann Wilhelm Heerdegen von Culm]	242 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit wenig Goldprägung. 'I. W. v. H.' (Vorderdeckel). Rückenvergoldung. Spiegel Brokatpapier auf grüngestrichenem Grund. Viele Pergamentblätter zwischengeheftet.	Stb 369	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1347262261
688437338	1298556805	1602	Furtenbach, Bonaventura$cvon$lIII. ; ID: gnd/1081143762	[Stammbuch Bonaventura <III.> von Furtenbach]	164 Blätter	Enth. auch leere Bl.	Einband: Pergament ohne Unterlage (Kopert) mit Kantenüberstand, Befestigungsspuren von vier Schleifenbändern. Punzierter Goldschnitt.	Stb 373	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1642996149
688437346	1298556813	1622	Holzschuher, Sigmund Gabriel *1575-1643* ; ID: gnd/13200657X	[Stammbuch Sigismund Gabriel Holzschuher]	277 Blätter	Enth. auch leere Bl.	Einband: Schwarzes Kalbleder (stark abgegriffen), blindgeprägtes Fleuron in der Mitte, dessen Form sich in der Goldschnittpunzierung wiederholt.	Stb 374	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=166652011X
688437354	1298556821	1684	Löffelholz von Colberg, Georg Burkhard *1664-1737* ; ID: gnd/121588270	[Stammbuch Georg Burkhard Löffelholz von Colberg]	195 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder, in der Art von Kiebitzpapier gesprenkelt, goldgeprägte Streicheisenlinien. 'G. B. L. || V. C.' (Goldprägung, Vorderdeckel), '1684' (Rückdeckel). Goldschnitt. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 376	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1556472900
688437362	129855683X	1699	Helmhack, Johann *1679-1760* ; ID: gnd/132516500	[Stammbuch Johann Helmhack]	232 Bl.	Enth. auch leere Bl.	Einband: Geglättetes rotes Pergament, Rahmen dunkelrot, goldgeprägt, florale Rollen, Mittelfeld mit großem floralen Muster ausgefüllt. Punzierter Goldschnitt. Spiegel Bronzefirnisdruck auf lilafarben gestrichenem Papier.	Stb 377	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1559401842
688437370	1298556848	1716	Imhof, Christoph Friedrich *1696-1750* ; ID: gnd/1019740760	[Stammbuch Christoph Friedrich Imhoff von Helmstadt]	101 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Rücken- sowie Steh- und Innenkantenvergoldung. Goldschnitt. Spiegel und vorderes Vorsatz Bronzefirnisdruck auf grüngestrichenem Papier (hinteres Vorsatz abgeschnitten).	Stb 378	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1347264027
